name,city,city_slug,region,country,michelin_award,price,cuisines,telephone,url,description
粤妃公馆,Fuzhou,fuzhou_1026814,Fujian Province,中国内地,Selected,中档,粤菜,+86 591 8329 9990,https://guide.michelin.com/en/fujian-province/fuzhou_1026814/restaurant/yut-fei,作为集团的高端品牌，餐厅设有花园，餐室用色沉稳，氛围奢华。行政总厨来自广东，拥廿年丰富的烹调经验，带来多款烧味、炖汤、砂锅小菜、点心，以及潮汕和顺德菜式。万勿错过选用时令食材烹煮的炖汤，原盅慢炖四小时，其中以纯椰汁制作的椰皇炖竹丝鸡，汤头清甜鲜美，为招牌菜之一。
老牌依强牛肉店 (达道路),Fuzhou,fuzhou_1026814,Fujian Province,中国大陆地区,Bib Gourmand,负担得起的,闽菜,+86 591 8320 5646,https://guide.michelin.com/en/fujian-province/fuzhou_1026814/restaurant/yi-qiang-dadao-road,于1960年代创立，至今已经传承到第三代，店如其名，主打口味清淡的牛肉料理。招牌牛排汤强调食材本味，同时融入福州人偏爱的药膳风格，汤头清澈醇厚，大块带骨牛排炖煮至酥软而不失嚼劲，还透着药材的微甜回甘。另有拌面和炖罐等作为搭配，建议加配手工制作、现场蒸煮的小笼包。
荣记海鲜捞化 (仓山),Fuzhou,fuzhou_1026814,Fujian Province,中国大陆地区,Selected,负担得起的,面食,+86 199 9680 8510,https://guide.michelin.com/en/fujian-province/fuzhou_1026814/restaurant/rong-ji-hai-xian-lao-hua-cangshan,此店以捞化为主打，并搜罗鲍鱼、竹蛏等上乘食材，汤底香浓，配上煮得熟度刚好的新鲜海产，味道出众。用餐环境舒适，设有开放式厨房让客人选择食材，再由专人即时煮制。也提供其他小吃，其中麻辣猪头肉肥瘦均匀，薄切后以麻辣油调味，配以黄瓜丝，清爽开胃。
闽食府,Fuzhou,fuzhou_1026814,Fujian Province,中国大陆地区,Bib Gourmand,中档,闽菜,+86 591 8780 5737,https://guide.michelin.com/en/fujian-province/fuzhou_1026814/restaurant/min-shi-fu,主打本土特色美食，并以新鲜海产和相宜价格作招徕。不设菜单，客人从鱼缸中选择海产后，由服务员建议合适的烹调方法。菜式都是即点即煮，卖相平实不花巧，从中体现厨师的烹调技巧和手艺。不要错过一品海蛎煎，肥美饱满的海蛎，配合香葱和煎得恰到好处的鸡蛋，非常美味。设有多个包房，适合聚餐。
阿信鲜捞 (工农路),Fuzhou,fuzhou_1026814,Fujian Province,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 136 3523 2996,https://guide.michelin.com/en/fujian-province/fuzhou_1026814/restaurant/a-xin-xian-lao-gongnong-road,小店人潮络绎不绝，提供多样的粉面和配料选择，采用类似麻辣烫的自选模式，几十种食材整齐地放在冰柜，食客总能找到心头好。其中，海鲜品质出众，猪血、猪筋肉、卤大肠等处理亦得宜。猪骨浓汤每日新鲜现熬，汤头清甜味美、香气醇厚，加入店家秘制的蘸酱更是点睛之笔。除了捞化，微辣脆口的拌胸口油也值得一试。
鱼仙楼,Fuzhou,fuzhou_1026814,Fujian Province,中国大陆地区,Bib Gourmand,中档,海鲜,+86 133 0591 2518,https://guide.michelin.com/en/fujian-province/fuzhou_1026814/restaurant/yu-xian-lou,这家海鲜酒楼由多间铺面贯通，采用全包厢格局，建议提前预约。由本地厨师团队主理，他们对闽江鱼鲜与本地海域奇获颇有心得。客人需要到明档海鲜池看料点菜，尤以小众食材为其特色。推荐鳐鱼肝夹荷叶包，魚肝脂香在舌尖散开，口感如慕斯般丝滑。韭菜花炒海流蜞充满鲜味和焦香，同样值得一试。
龙窟山饮食店,Fuzhou,fuzhou_1026814,Fujian Province,中国内地,Bib Gourmand,负担得起的,闽菜,+86 135 5918 8727,https://guide.michelin.com/en/fujian-province/fuzhou_1026814/restaurant/longkushan-eatery,这小店提供福州家常菜和平价海鲜，菜式选择多样，烟火气十足，装修虽然简朴，但不妨碍这里人声鼎沸。椒盐水电鱼外层香酥可口，鱼肉如豆腐般软嫩，加上恰到好处的椒盐，佐酒一流。醉排骨先将排骨裹粉酥炸，配合酸甜的酱汁和香料粉，口味地道，值得一试。菜式份量颇大，建议三五知己一同前往。
Chōwa,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,优质的,创新菜,+86 199 2841 9546,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/chowa,香港主厨本习西餐，因缘际会对日本料理产生兴趣，从而发展出日法烹调风格。午市和晚市的菜单相同，大量使用自制发酵食品。汤种布里欧修面包是招牌之一，将法餐经典面包以日式汤种制作，绵密中带着韧劲。建议搭配葡萄酒、清酒，或是餐厅自酿的梅酒。选择面向开放式厨房的座位，厨师会到席间讲解菜式。
Emmelyn,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,优质的,时尚法国菜,+86 188 1184 8277,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/emmelyn,由经验丰富的厨师长主理，于法式基础中加入现代元素。菜式注重细节，除了选用法国生蚝、西班牙伊比利亚火腿等世界顶级食材，更自制餐后享用的巧克力，且自行培养制作酸面包的天然酵母。设有配酒服务，由侍酒师详尽讲解酒单。午市供应商务套餐，晚市则提供品鉴菜单，另注意餐厅有着装要求。
七寸飝 × 大头辉,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,中档,粤菜,+86 20 3809 8816,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/taste-soar-%C3%97-da-tou-hui,由两个本地品牌共同创立，汤品是其特色之一，汤底以猪腱肉炖煮逾四小时，肉香浓郁，餐厅也可根据客人要求订制汤品。海鲜菜式大多未列在菜单上，不妨向店员查询当日鲜货。推荐子姜蒸鱼嘴，新鲜大鱼头配上秘制甜面豉酱和子姜，不减鲜味之余，同时带来独特的酸甜层次。脆皮大肠红亮酥脆，也值得品尝。
丽轩,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,优质的,粤菜,+86 20 3813 6688,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/lai-heen-559155,<span><span><span>室内装潢富东方韵味，伴有古筝演奏，气氛典雅。主厨经验丰富，以新鲜用料炮制出传统与创意兼具的精致粤菜，在色、香、味、口感等多方面达到平衡。招牌清汤崩砂牛腩丰腴适口，牛腩在牛骨汤底炖煮至软嫩入味，与白萝卜的清甜互相辉映。也建议预订以葵花籽饲养的私房珍味葵花鸡，以及香茅脆皮妙龄鸽。</span></span></span>
二沙壹号,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,粤菜,+86 20 3788 9388,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/er-sha-no-1,位于二沙岛的标志性建筑内，临江景色优美，可预约卡座或露台景观座位。餐厅菜式依循岭南养生文化研发，食材以海珍为主，并大多空运进口。午市大厅提供选择多样、价格合理的粤式点心。炭烧樱花猪腩外皮金黄酥香，肥肉油润，瘦肉软嫩，口感交叠让人欲罢不能。骨胶原东海黄鱼冻及蒜香脆皮鸡也值得一试。
佰鲜汇,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,奢华,时尚欧陆菜,+86 20 8883 3300,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/catch-1195861,高踞四季酒店100楼，能饱览广州塔和珠江两岸的迷人景色，室内设计以星空为灵感，气氛浪漫，建议预订景观最佳的沙发位置。餐厅在平日仅于晚市营业，提供单点菜单、品尝套餐和季节菜单。当中，炉烤红魔虾配甜椒甲壳奶油酱汁叫人回味，也有海鲜拼盘和战斧牛排等适合分享的菜肴。周末设有早午餐选择。
信记海鲜饭店,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,中档,粤菜,+86 20 8332 0833,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/xin-ji,餐馆于80年代初开业，至今仍沿用岭南风格的彩色窗花等经典装潢。提供传统粤菜，招牌菜红烧白鳗不容错过：鳗鱼肥美弹牙，与脆皮烧肉一同烹煮，口感丰富；即叫即煮的黄鳝饭制作需时，但鳝鱼肥厚而入口细嫩，配上混有特制豉油的丝苗米饭，叫人回味，值得等待。店铺入口较隐蔽，紧记留意街边的大招牌。
兰亭永,Guangzhou,guangzhou,Guangdong Province,中国内地,ONE_STAR,奢华,川菜,+86 181 2798 9805,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/yong,位处经过改造的历史建筑内，主理人以家传的珍贵古瓷器装饰空间，彰显气派。提供多款套餐，驻店主厨跟随兰桂均师傅多年，秉承其传统手艺，以本地新鲜食材呈现川菜的不同味型，其中的银制六味食盒精巧细致，令人难忘。此外，鱼子酱虾冻膏挞鲜甜味美，与手工制作的金丝面同样不能错过。
创发,Guangzhou,guangzhou,Guangdong Province,中国内地,Bib Gourmand,负担得起的,粤菜,+86 20 8188 1915,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/chuang-fa,餐厅二十多年前从茶餐厅转型为粤菜餐厅，一直凭传统而价格相宜的家常菜式深受街坊欢迎。招牌菜真味白切鸡设价格较高的顺义走地鸡可供选择，皮爽肉厚值得一试。各款滋补炖汤及紫苏爆大肠也十分受欢迎；喜好海鲜的话店内亦有提供新鲜海产。餐厅楼高两层，二楼设厢房，但经常座无虚席，建议订座。
利苑 (越秀),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,中档,粤菜,+86 20 8363 3268,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/lei-garden-yuexiu,装潢走传统风格，吊灯映衬着缀有刺绣图案的墙身，盛载海产的鱼缸更是点睛之作。食物秉持集团特色，供应传统粤菜。其中以黑醋调味的珊瑚海蜇头酸味柔和，清爽开胃。西施杏仁茶配山西枣皇糕甜香自然，搭配相得益彰。冰烧三层肉及各式汤品引得食客慕名而至，若想尽享招牌菜，建议于订座时预留。
勉记炖品皇 (越秀),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,粤菜,+86 137 6080 8158,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/mian-ji-yuexiu,于1985年开业，其后搬到现址，店内装潢古朴，座位不多，或须与其他客人拼桌。提供约20款炖汤，并按功效分为润肺化痰、清热祛湿、温补平补等类别。原只椰子炖汤是其招牌，有数款搭配选择，当中，乌鸡炖老椰子清香扑鼻、汤头鲜甜。同时供应多款蒸饭，同样用料十足。梅菜肉饼饭肉质嫩滑多汁，十分可口。
北园,Guangzhou,guangzhou,Guangdong Province,中国内地,Selected,中档,粤菜,+86 20 8356 3365,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/beiyuan-cuisine,北园酒家屹立九十多年，园林景色犹如世外桃园，配上红灯笼、石狮子与斑烂的满洲窗，古意盎然亦甚有气派，其建筑已列为广州市文物保护单位。提供各式粤菜，包括选用清远鸡烹制的花雕鸡，以及砂锅郊外水库鱼头等招牌菜。早午市供应传统广式点心，款式多样，尤其推荐蜜汁叉烧酥和怀旧棉花鸡。
半岛名轩 (天河北路),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,粤菜,+86 20 8755 5928,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/famous-cuisine,餐厅开业十余年，创办人经验老到，从细心安排的菜单可见一斑：既为客人提供传统菜式，也具备多款创新及海鲜佳肴。此外，集团的每家店特设不同的主厨拿手菜菜单，以切合不同顾客之口味。这里的豉油鸡以罗汉果代替砂糖，让甘香滋味升华，值得一试。乳鸽等烧味很受欢迎，务必预订。
华哥私厨,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,粤菜,+86 20 8187 9777,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/hua-ge-si-chu,由经验丰富的粤菜老师傅掌勺，菜单中包括不少价格实惠的客家菜。招牌古法盐焗鸡和华哥金牌醉琼鸡均选用新鲜清远鸡，前者皮爽肉滑，后者外皮金黄，带着细腻的肉汁，香气扑鼻而来，搭配葱姜及沙姜享用，又另有风味。于冬季到访，建议品尝加入自制腊肉的萝卜丸。手作咸酸口味调和得宜，不妨外带当作伴手礼。
南园酒家,Guangzhou,guangzhou,Guangdong Province,中国内地,Bib Gourmand,中档,粤菜,+86 20 8444 8380,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/nan-yuan,南园是本地老字号的大型园林酒家，斑斓的满洲窗配上亭台楼阁和小桥流水，尽显岭南传统建筑特色。菜单以粤菜为主，也有供应潮州、四川等各地菜式，选择丰富。骨香斑鱼卷可品尝青斑的两种风味：清蒸鱼片卷入口鲜嫩，油炸鱼骨以椒盐调味，十分香口，是招牌菜之一。餐厅内的房间分设等级，可向前台服务员查询。
同福·尚品轩,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,优质的,粤菜,+86 133 8001 8223,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/tung-fook-superior-cuisine,装潢风格现代简约，以玻璃和金属线条勾勒门面，格外显眼。主打粤菜，除了常规菜单，也会把当日推介海鲜和推荐菜式写在黑板上。其海鲜多是野生捕获，做法多样，不妨请店家作出推荐。海鲜以外，酸菜煮吊龙充满风味，切成薄片的吊龙以酸汤浸熟，口感软嫩带弹性。豉味焗猪鼻筋焦香四溢，是下酒好菜。营业至凌晨，是宵夜好去处。
同记鸡粥粉面,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,粥面,+86 20 8186 7395,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/tong-ji,这家逾三十年的老字号藏身于窄巷中，卖的是以鲜鸡所制的菜式。选用的全是新鲜本地鸡项，由于未下蛋的母鸡皮肤细嫩，肉质味道相对俱佳，使得白切鸡嫩滑可口，鲜味浓郁。滑鸡粥粥底绵滑，盛载传统滋味，是招牌菜之一。此外，干炒牛河镬气十足，味道恰到好处。点餐方式十分怀旧，客人需手持竹牌等待食物送抵。
向群 (龙津东路),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,粤菜,+86 20 8188 5146,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/xiang-qun-longjin-east-road,<span><span><span>开业逾三十年，外观实而不华，虽有众多分店，但此店保留了最初的营运模式，呈现老广州的怀旧氛围。供应传统粤式小菜，以清远鸡制作的白切鸡及葱油鸡最为有名。豉油碌鹅、台山黄鳝饭等招牌菜也值得一试。四季豆炒鳝柳镬气十足，豆的清甜与鳝柳的紧致口感相得益彰。也可向店员查询菜单外的海鲜菜式。</span></span></span>
周门,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 135 9063 8612,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/zhou-men,这面店装潢简朴，设有一间以玻璃间隔的制面房，让客人能够观赏用竹竿制面的传统工艺。手工面条采用鸭蛋制作，十分爽弹。提供鲜肉云吞面、牛腩面、虾籽捞面和猪手面等多种选择，全都价格相宜。虾籽捞面的虾籽分量十足，香气四溢，建议搭配鲜肉云吞一起享用，味道更佳。
味食家,Guangzhou,guangzhou,Guangdong Province,中国内地,Bib Gourmand,负担得起的,粤菜,+86 20 8373 8144,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/wei-shi-jia,市师鸡被誉为广州十大名鸡，而这家小店正是以正宗市师鸡闻名。店家采用清远鸡制作此道坊间少见的美食，鸡皮爽脆，搭配秘制的蚬蚧酱、豉油和姜蓉酱，味道鲜美而富层次。店家每天早上更会用即磨米浆制作捞粉，其米香浓郁，呈现纯粹的老滋味。繁忙时段轮侯时间长，建议提早前往或提前订座。
和苑 (天河),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,粤菜,+86 20 8306 3668,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/he-yuan-tianhe,<span><span><span><span>和苑扎根广州多年，一直以精挑细选的新鲜食材烹调出味道得宜的广东菜。其中鲍鱼为主打菜式，有日本、南非、中东干鲍、澳大利亚网鲍等，应有尽有；点心全为现做，而传统粤菜如鲍汁炆柚皮等更能突显厨师的烹调技巧。餐厅更特聘四川师傅主理四川菜式。店内富丽堂皇，且设有多个包厢，是筹办宴席的绝佳场所。</span></span></span></span>
咏作,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,粥品,+86 155 2143 8566,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/yong-zuo-baoye-north-street,搬迁后店面更宽敞，依旧以潮汕风格的鱼粥和粿条为主打。煮粥的高汤醇厚香浓，是店家以大骨熬煮，粥底米粒饱满分明，搭配各种海鱼、干货，非常鲜美。粿条来自桐坑，细滑柔软同时带有米香。此外，建议试试其潮汕小吃，例如由老板父亲制作的粿肉，肉香扑鼻，用料讲究。设有海鲜池，不妨向老板询问当日推荐。
啫八 (海珠),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,中档,粤菜,+86 20 3438 2088,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/ze-8,餐室设计带宋代酒肆风格，在半开放式的厨房内，煲仔滋滋作响，香气飘散。提供超过二十款啫啫煲，备有多款秘制酱汁，更于广西订制底部接触面大的煲具，避免烧焦。招牌菜生啫黄鳝不容错过，以猛火烹制的新鲜鳝段，肉质紧实，滋味馥郁。另有地道的广式原盅炖汤，以及店家自制的姜撞奶冰淇淋等甜品。
嘛嘛档,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,马来西亚菜,+86 185 6549 7021,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/mamak,<span><span><span>店名意指大马传统特有的路边大排档，室内的黄色主调加上马来西亚国旗，充满特色。主要供应大马美食，每道菜肴均由老板亲自准备，仅此一家。招牌椰浆饭以浓郁的椰浆蒸煮，搭配皮脆肉嫩的炸鸡腿和自制参巴酱，丰富好吃。叻沙汤海鲜米粉同样美味。别忘了点选三色奶茶和手拉奶茶，一尝地道马来西亚风味。</span></span></span><br>
四季小馆·润,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,时尚中国菜,+86 20 8352 1891,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/four-seasons-pavilion-duck-yuexiu,<span><span><span>餐室经重新装潢后，布置上融入了京剧、大红门等北京元素，与菜单上的京菜相映成趣。招牌菜酥不腻片皮鸭以不打气方式制作，油香十足，皮脆肉嫩，食客更可以一睹厨师片鸭的刀工手艺。菜式种类多元，除了经典北京菜，还有融合广东风味的创新菜肴。备有不少独立包间，适合商务宴请。</span></span></span><br>
国藩家宴,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,优质的,湘菜,+86 153 6086 2761,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/guo-fan-jia-yan,餐厅以曾国藩为主题，店内不但饰有其书法与诗词作品，甚至以其生平事迹命名包厢。提供传统湖湘美食，由来自湖南的厨师团队掌勺。菜式分量十足，食材大多由湖南农村新鲜运至，口味正宗。来自湖南汉寿县的甲鱼为招牌菜，不论以清汤泡煮还是以黄炆手法料理均味鲜可口，建议提前预订。此外，双峰扣肉也值得一试。
坚记 (荔湾),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,面食,+86 20 8188 8486,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/jian-ji,开业逾半世纪的坚记，是广州其中一家硕果仅存自制伊面的面店，从打面、煮面至炸面，由三位师傅合作完成。煮面的时间掌控得恰到好处，面条富有弹性，带着淡淡的鸡蛋香，加上鲮鱼、猪骨、虾子、虾皮等熬成的汤底，美味可口。另有生蛋面选择，可搭配牛腩、猪手、猪肠、炸酱等浇头。早餐时段也供应老火粥及濑粉。
夏宫,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,优质的,粤菜,+86 20 8917 6428,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/summer-palace-559242,主厨凭借精准的厨艺触觉，与团队一起精研传统粤菜，必试菜式包括不少人慕名而至的烧味，如肉质松软且肉汁丰富的叉烧、烤至色泽乌亮的片皮鸭等。午市供应的点心选择丰富，除了苹果酱叉烧酥，经主厨改良的金沙红米肠也值得一試。餐室以红、金色为主调，同时有园境相伴，为用餐体验画上神来之笔。
大洋家,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,中档,潮州菜,+86 20 8526 6206,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/dai-yong-town,<span><span><span>装潢朴素，墙上的潮汕地图和灯箱设计，既点出餐厅供应的菜式，也增添了艺术气息。提供各式潮汕生腌海产、卤水和潮式小炒，主要采用当地的食材海货，以呈现地道风味。推荐酒味香浓的生腌膏蟹，半凝固状的蟹膏十分鲜美，另奉上姜茶驱寒。砂锅粥即叫即制，可选择米饭的软硬程度；潮汕冻鱼须预订。</span></span></span><br>
大鸽饭 (棠下涌西路),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,中档,粤菜,+86 20 8520 5090,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/da-ge-fan-tangxiayong-west-road,<span><span><span>作为集团的旗舰店，设有小桥流水等装饰，占地甚广。招牌菜大鸽饭以老鸽和鲜筒骨熬汤煮饭，饭粒油润分明，还附带酥脆的饭焦；且可选鸽肉和鸽胗双拼，前者嫩滑，后者脆韧。店家只选用生长期廿二天的乳鸽，每天从农场新鲜屠宰运到。特别推荐盐焗鸽和红烧鸽。其他菜式如脆青瓜炒海鱿鱼也不妨一试，青瓜的清新与鱿鱼的鲜味相得益彰。</span></span></span><br>
天水,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Selected,中档,素食,+86 180 2800 7776,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/tian-shui-yuexiu,餐厅秉持不时不食的理念，坚持选用时令食材，通过蔬食体现季节变更。全日供应的“二十四节气套餐”，大量运用本土食材制作，内容每月更新，充分呈现食材的独特味道。菜式摆盘赏心悦目，服务员上菜时会简单介绍每道美食。装修风格质朴素雅，使用原木和土砖，色调统一，让东方意境在空间中流转。
头家夜粥,Guangzhou,guangzhou,Guangdong Province,中国内地,Selected,中档,潮州菜,+86 189 9836 2888,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/tao-gie-mie-zhou,老板和厨师都是潮州人，向客人提供地道美味的家乡菜，包括卤水、生腌、煲仔、小炒和打冷等，也不妨留意黑板上的当日精选菜式。推荐卤水三拼，可自选喜欢的品项，当中以软腍的四点金和爽脆的猪耳最为出色。也不要错过九节虾、虾菇等每天现做的生腌海产。餐厅座位不多，设适合聚餐的大小包房，建议提前订座。
宋,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,中档,川菜,+86 20 8741 2345,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/song,数以十万块不锈钢砖和琉璃羽毛筑成流线型幕墙，加上镜面天花延伸空间，独特格调叫人惊艳。这里的传统川菜由四川师傅主理，招牌菜包括香辣蟹、开水白菜、沸腾老虎斑等，后者选用深海老虎斑配上多种四川辣椒烹制，麻辣鲜香。也提供手工制作的四川街头小吃，如蛋烘糕、钟水饺等。菜单也有其他菜系的特色菜品，果木烤鸭值得预订。
宏图府,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,中档,点心,+86 20 8188 6968,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/hongtu-hall,餐室寛敞，墙身缀以唐朝侍女图，更坐拥江畔美景，充满气派。兼备传统及创意点心，以及粥品、烧味等美食。菜式卖相精致，鲜虾干蒸烧卖和羊城鲜虾饺均值得一试。茶类选择多样，并有专人在场为食客泡茶。仅接受酒店房客订座，其他顾客可提前到店取筹号。由于餐厅不时会作宴会厅之用，建议先致电查询。
家源素食,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,负担得起的,素食,+86 135 4341 5131,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/jia-yuan,隐身于旧城区，设计简洁，带中式宁谧气氛。餐厅希望通过蔬食料理，宣扬健康饮食及养生概念，菜式以豆制品、菇菌为主，不含蛋奶及葱蒜。采用传统中式烹饪手法为基础，例如把猴头菇炸香再配上酸甜汁，制作成酸甜咕噜。艾香水饺、植物酸奶等均由店家亲自制作，味道出色。若计划于斋期到访，建议先行预约。
容意发牛杂店 (越秀),Guangzhou,guangzhou,Guangdong Province,中国内地,Bib Gourmand,负担得起的,粤菜,+86 20 8187 1630,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/rong-yi-fa-niu-za-dian-shishu-road,小店经营超过四十年，从早年的小铁棚发展到固定店面，老板一直使用新鲜牛杂，并经过精心处理，为客人提供不变的美味。其秘制汤底加了牛骨和羊骨熬煮，鲜香浓郁。推荐嫩滑的牛骨髓，还有广受欢迎的牛双弦，但后者仅于十一时后限量供应。除了牛杂，店家也提供粉面、云吞等经典老广美食。
屿,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,中档,闽菜,+86 136 1003 6888,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/yu-garden,选址在远离市中心的黄埔区，并与邻近的美术馆合作，在店内摆放了不少艺术品，加上雅致的装潢，整室文艺感十足。主打闽菜，无论是食材还是厨师团队均来自福建。前菜建议选择晶莹剔透的土笋冻，口感鲜嫩脆滑，搭配芥末酱油和辣酱，色香味俱佳。招牌菜厦门姜母鸭软腍入味，带馥郁姜味和酒香，十分出色。
岁集院子·拾月,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,奢华,潮州菜,+86 138 0294 5901,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/suyab-courtyard%E3%83%BBpickmoon-gourmet,餐厅位于独立建筑物内，共有九个大小不同的包厢，由于不设菜单，食客须在订座时与餐厅沟通菜式。厨房团队由经验丰富的辉师傅带领，选取上乘的时令食材，呈献精致细腻的潮州风味。无骨鲫鱼粥软绵中带米香，鱼肉鲜甜嫩滑。百花韭菜香酥普宁豆腐外皮金黄酥脆，豆腐入口软滑，充满韭菜香气和虾肉鲜味。
岭南海晏楼 (滨江东路),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,中档,粤菜,+86 20 3430 5888,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/hai-yan-lou-binjiang-east-road,餐厅由两位曾于知名宾馆主理国宴的主厨坐镇，水平具保证。招牌菜至尊三宝的法国鹅肝质感软润，味道浓郁。梅子妙龄鸽皮脆肉嫩，味道酸甜清香，是每桌必点菜式。其他美食如花雕乳猪、豆酥脆豆腐和各款烧味也值得一试。室内设计尽显岭南风格，三楼设有多间私人包厢，加上菜式分量十足，适合携朋结伴前往。
幸福驿站 (育蕾三街),Guangzhou,guangzhou,Guangdong Province,中国大陆地区,Bib Gourmand,中档,川菜,+86 20 3855 0451,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/xing-fu-yi-zhan,<span><span><span>餐厅装修仿如古代驿站，老木桌加上陈列的古筝、墙壁上的皮影戏木偶，以及汉服体验等，充满古色古香的韵味。提供地道川菜，偏向重油、重调味的渝派风格。烟笋炒腊肉镬气十足，带有烟熏味的笋干混合着咸香的腊肉，美味动人。木架上摆满佳酿，亦提供特色自酿酒，适合与三两知己前往小酌。</span></span></span><br>
广御轩,Guangzhou,guangzhou,Guangdong Province,中国大陆地区,ONE_STAR,优质的,粤菜,+86 20 8852 8888,https://guide.michelin.com/en/guangdong-province/guangzhou/restaurant/lingnan-house,<span><span><span>餐室饰以岭南风格木窗花、吊扇和吊灯，复古而不失时尚。主厨拥逾十年粤菜经验，技巧札实，更为部份传统粤菜增添了创新元素，如顺德拆鱼羹以土鲮鱼作汤底，加入柠檬叶作调味，味道鲜甜。除了广受欢迎的现烧黑棕鹅，不妨从季节性菜单中挑选以本地优质食材烹调的美食；甜品沙湾姜撞奶也不容错过。</span></span></span><br>
